Real NN 0 Correlation for Spin Coating - 0: TEST DATA,Predicted NN 0 Correlation for Spin Coating - 0: TEST DATA,Real NN 1 Correlation for Spin Coating - 0: TEST DATA,Predicted NN 1 Correlation for Spin Coating - 0: TEST DATA,Real NN 2 Correlation for Spin Coating - 0: TEST DATA,Predicted NN 2 Correlation for Spin Coating - 0: TEST DATA,Real NN 3 Correlation for Spin Coating - 0: TEST DATA,Predicted NN 3 Correlation for Spin Coating - 0: TEST DATA,Averages for 0:,Real NN 0 Correlation for Spin Coating - 1: TEST DATA,Predicted NN 0 Correlation for Spin Coating - 1: TEST DATA,Real NN 1 Correlation for Spin Coating - 1: TEST DATA,Predicted NN 1 Correlation for Spin Coating - 1: TEST DATA,Real NN 2 Correlation for Spin Coating - 1: TEST DATA,Predicted NN 2 Correlation for Spin Coating - 1: TEST DATA,Real NN 3 Correlation for Spin Coating - 1: TEST DATA,Predicted NN 3 Correlation for Spin Coating - 1: TEST DATA,Averages for 1:
1.63,2.0584299564361572,1.63,2.036473274230957,1.63,2.0785024166107178,1.63,1.9285987615585327,2.025501102209091,4.8,5.855343341827393,4.8,6.11429500579834,4.8,5.719367504119873,4.8,5.60758113861084,5.824146747589111
3.64,3.1487128734588623,3.64,3.2852678298950195,3.64,2.839487314224243,3.64,3.5136635303497314,3.196782886981964,0.68,1.6256310939788818,0.68,0.9051151275634766,0.68,1.0965843200683594,0.68,0.9095155000686646,1.1342115104198456
5.98,3.8103888034820557,5.98,5.169471740722656,5.98,5.043934345245361,5.98,4.4320573806762695,4.613963067531586,0.95,1.0826482772827148,0.95,0.9616358280181885,0.95,0.992658257484436,0.95,0.9136089086532593,0.9876378178596497
8.6,8.237661361694336,8.6,9.196751594543457,8.6,8.693679809570312,8.6,8.7492036819458,8.719324111938477,0.77,0.9303817749023438,0.77,0.8879024982452393,0.77,1.0447115898132324,0.77,0.6515685319900513,0.8786410987377167
5.1,4.946807861328125,5.1,5.185646057128906,5.1,4.492455005645752,5.1,4.7916789054870605,4.854146957397461,1.1,1.212019681930542,1.1,1.0600069761276245,1.1,1.481013298034668,1.1,0.8815289735794067,1.1586422324180603
2.72,2.2545125484466553,2.72,2.216177463531494,2.72,2.3570363521575928,2.72,2.4545273780822754,2.3205634355545044,0.95,1.0737797021865845,0.95,0.7958106994628906,0.95,0.9412861466407776,0.95,1.0156877040863037,0.9566410630941391
4.51,4.416432857513428,4.51,4.414883613586426,4.51,4.269163131713867,4.51,4.416774749755859,4.379313588142395,4.8,5.423058986663818,4.8,5.796896934509277,4.8,5.491401672363281,4.8,4.784606456756592,5.373991012573242
0.85,0.7179256677627563,0.85,0.8258304595947266,0.85,1.0709826946258545,0.85,1.047179937362671,0.9154796898365021,0.86,0.31844738125801086,0.86,0.7124001979827881,0.86,0.35788244009017944,0.86,0.6461118459701538,0.508710466325283
4.36,5.491339206695557,4.36,5.36555290222168,4.36,5.493982791900635,4.36,5.647824764251709,5.499674916267395,8.0,7.669543266296387,8.0,7.571451187133789,8.0,7.809928894042969,8.0,7.882612705230713,7.733384013175964
6.15,6.328011989593506,6.15,5.841329574584961,6.15,6.166432857513428,6.15,5.9274725914001465,6.06581175327301,0.68,0.8093868494033813,0.68,0.8315986394882202,0.68,0.762145459651947,0.68,-0.05852898955345154,0.5861504897475243
0.68,1.08437979221344,0.68,0.69227135181427,0.68,0.8728196024894714,0.68,0.5518327951431274,0.8003258854150772,0.7,0.8236721754074097,0.7,0.6166483163833618,0.7,0.7346300482749939,0.7,0.6679662466049194,0.7107291966676712
6.47,5.423134803771973,6.47,5.916957855224609,6.47,6.175704002380371,6.47,5.021233081817627,5.634257435798645,1.88,1.9702355861663818,1.88,1.8843055963516235,1.88,1.8948700428009033,1.88,1.9690495729446411,1.9296151995658875
6.06,6.559294700622559,6.06,6.813538074493408,6.06,6.708228588104248,6.06,6.493969917297363,6.6437578201293945,0.95,0.9773106575012207,0.95,0.9562430381774902,0.95,0.9401262402534485,0.95,0.9107965230941772,0.9461191147565842
0.95,0.9618219137191772,0.95,1.063240885734558,0.95,0.946515679359436,0.95,0.9398292303085327,0.977851927280426,0.6,0.3165889084339142,0.6,1.0904045104980469,0.6,0.42050522565841675,0.6,0.4201444685459137,0.5619107782840729
0.95,1.0096368789672852,0.95,1.10271155834198,0.95,0.9183804988861084,0.95,0.9168480634689331,0.9868942499160767,4.01,4.663817882537842,4.01,4.904750823974609,4.01,5.14227819442749,4.01,4.735208034515381,4.861513733863831
0.95,1.241619348526001,0.95,1.0237864255905151,0.95,0.941463053226471,0.95,0.8566473722457886,1.015879049897194,6.47,6.034368991851807,6.47,6.075470924377441,6.47,5.846806049346924,6.47,5.837940216064453,5.948646545410156
8.39,8.521946907043457,8.39,8.474336624145508,8.39,7.953182697296143,8.39,8.294815063476562,8.311070322990417,4.31,4.381697654724121,4.31,4.4548845291137695,4.31,4.308172225952148,4.31,4.424596309661865,4.392337679862976
4.36,4.320529460906982,4.36,4.342574119567871,4.36,4.364902973175049,4.36,4.421568393707275,4.362393736839294,6.5,5.187274932861328,6.5,5.849139213562012,6.5,5.600327491760254,6.5,5.443971157073975,5.520178198814392
3.37,3.536553144454956,3.37,3.524857759475708,3.37,3.802917957305908,3.37,3.411611795425415,3.568985164165497,0.95,0.8334207534790039,0.95,0.7725694179534912,0.95,0.966760516166687,0.95,1.0640243291854858,0.909193754196167
8.4,8.922139167785645,8.4,8.461287498474121,8.4,8.98297119140625,8.4,8.769123077392578,8.783880233764648,8.4,8.49170207977295,8.4,8.701809883117676,8.4,8.541861534118652,8.4,8.453917503356934,8.547322750091553
4.4,4.4450860023498535,4.4,4.491634368896484,4.4,4.316217422485352,4.4,4.434932708740234,4.421967625617981,0.68,1.3873788118362427,0.68,0.8924314975738525,0.68,0.9633843302726746,0.68,0.8239387273788452,1.0167833417654037
6.15,6.612274646759033,6.15,6.731000900268555,6.15,6.402746677398682,6.15,5.803099155426025,6.387280344963074,4.7,6.628579616546631,4.7,7.165478706359863,4.7,7.503236293792725,4.7,6.974908351898193,7.068050742149353
2.8,6.355390548706055,2.8,6.116718769073486,2.8,6.406412124633789,2.8,4.929541110992432,5.95201563835144,0.7,1.036847710609436,0.7,0.9410053491592407,0.7,0.926393449306488,0.7,0.7092360258102417,0.9033706337213516
1.42,0.797213077545166,1.42,0.20059528946876526,1.42,1.8808345794677734,1.42,1.180254340171814,1.0147243216633797,4.39,4.593809604644775,4.39,5.109127521514893,4.39,4.922379016876221,4.39,4.549848556518555,4.793791174888611
4.1,4.059788227081299,4.1,4.169476509094238,4.1,4.095033645629883,4.1,3.898456335067749,4.055688679218292,0.6,1.079717993736267,0.6,1.0545166730880737,0.6,0.8240987062454224,0.6,0.6242173910140991,0.8956376910209656
2.16,2.229994297027588,2.16,2.0793731212615967,2.16,2.2697885036468506,2.16,2.3479018211364746,2.2317644357681274,1.1,1.1984496116638184,1.1,1.0128554105758667,1.1,1.4636846780776978,1.1,0.9066188335418701,1.1454021334648132
5.27,5.141989707946777,5.27,5.156984329223633,5.27,4.9346489906311035,5.27,4.646824359893799,4.970111846923828,0.95,1.2627203464508057,0.95,1.1163066625595093,0.95,0.9545671343803406,0.95,1.0640596151351929,1.099413439631462
0.56,0.5489797592163086,0.56,0.5380080938339233,0.56,0.8149711489677429,0.56,0.6459397077560425,0.6369746774435043,3.04,3.4313199520111084,3.04,2.943924903869629,3.04,2.9595985412597656,3.04,2.927640914916992,3.065621078014374
0.95,0.9917373657226562,0.95,0.9634815454483032,0.95,0.9526047110557556,0.95,0.8902896642684937,0.9495283216238022,1.88,2.0142910480499268,1.88,1.977988362312317,1.88,2.0123846530914307,1.88,1.9003459215164185,1.9762524962425232
4.8,6.3801960945129395,4.8,6.411324501037598,4.8,6.398149490356445,4.8,5.7587409019470215,6.237102746963501,7.89,8.550376892089844,7.89,8.235267639160156,7.89,7.932918071746826,7.89,7.633080005645752,8.087910652160645
8.6,8.20302963256836,8.6,9.151738166809082,8.6,8.67788028717041,8.6,8.553110122680664,8.646439552307129,0.95,0.9962999820709229,0.95,0.9371680021286011,0.95,0.9432348608970642,0.95,0.9004396200180054,0.9442856162786484
4.2,4.444490432739258,4.2,4.600809097290039,4.2,4.422441005706787,4.2,4.336260795593262,4.451000332832336,0.67,0.7408969402313232,0.67,0.7197651863098145,0.67,0.697118878364563,0.67,0.6637428998947144,0.7053809762001038
9.7,9.292963027954102,9.7,9.057573318481445,9.7,9.431791305541992,9.7,9.183354377746582,9.24142050743103,4.52,4.31744384765625,4.52,4.251748561859131,4.52,4.270922660827637,4.52,4.414039611816406,4.313538670539856
0.95,1.0279078483581543,0.95,1.045437216758728,0.95,0.9814977645874023,0.95,0.9077409505844116,0.9906459450721741,4.36,5.3974785804748535,4.36,5.550852298736572,4.36,5.593099594116211,4.36,5.674739360809326,5.554042458534241
1.49,1.7105176448822021,1.49,1.954870581626892,1.49,1.4307270050048828,1.49,1.601939082145691,1.674513578414917,4.36,5.0991997718811035,4.36,5.000616073608398,4.36,5.187735080718994,4.36,5.273195743560791,5.140186667442322
1.49,1.7899175882339478,1.49,1.6461392641067505,1.49,1.7127735614776611,1.49,1.8515714406967163,1.750100463628769,4.52,4.2735915184021,4.52,4.200611114501953,4.52,4.123230934143066,4.52,4.377183437347412,4.243654251098633
0.95,0.9625766277313232,0.95,1.0105504989624023,0.95,0.9147371649742126,0.95,0.9446243047714233,0.9581221491098404,4.31,4.417900085449219,4.31,4.4595112800598145,4.31,4.304157733917236,4.31,4.426467418670654,4.402009129524231
0.95,0.954096794128418,0.95,0.7715369462966919,0.95,0.8811190724372864,0.95,0.872665286064148,0.869854524731636,0.82,1.0790857076644897,0.82,1.1927489042282104,0.82,1.4085493087768555,0.82,1.6472781896591187,1.3319155275821686
3.75,3.73205828666687,3.75,4.006933212280273,3.75,3.952751398086548,3.75,3.8262531757354736,3.8794990181922913,0.97,1.4730477333068848,0.97,1.6729459762573242,0.97,1.6922883987426758,0.97,1.1408041715621948,1.49477156996727
1.93,2.5587289333343506,1.93,2.412033796310425,1.93,1.935211420059204,1.93,2.56862211227417,2.3686490654945374,5.73,6.340367794036865,5.73,6.501402378082275,5.73,6.723202705383301,5.73,6.481110572814941,6.511520862579346
9.45,6.0889363288879395,9.45,6.6429290771484375,9.45,7.369960784912109,9.45,7.076322078704834,6.79453706741333,0.67,0.7815761566162109,0.67,0.8556487560272217,0.67,0.707724928855896,0.67,0.4907926619052887,0.7089356258511543
0.85,0.6263986825942993,0.85,0.9712536334991455,0.85,1.0129845142364502,0.85,1.1661361455917358,0.9441932439804077,2.72,2.3018155097961426,2.72,2.364436149597168,2.72,2.291378974914551,2.72,2.1754040718078613,2.2832586765289307
0.7,1.3158600330352783,0.7,1.5425723791122437,0.7,1.222198247909546,0.7,1.4934473037719727,1.3935194909572601,0.82,0.8634319305419922,0.82,1.0893806219100952,0.82,0.4329550862312317,0.82,0.8069820404052734,0.7981874197721481
0.86,0.4311049282550812,0.86,0.7017749547958374,0.86,0.39960968494415283,0.86,0.8603700399398804,0.598214901983738,3.64,3.820869207382202,3.64,4.096188545227051,3.64,3.761296033859253,3.64,4.050487995147705,3.9322104454040527
1.05,0.9112733602523804,1.05,0.9241313934326172,1.05,0.8351826071739197,1.05,0.9184859991073608,0.8972683399915695,0.69,0.17946365475654602,0.69,0.5297226905822754,0.69,0.3181770443916321,0.69,0.7497495412826538,0.4442782327532768
4.4,4.424464702606201,4.4,4.498594284057617,4.4,4.307110786437988,4.4,4.438096046447754,4.41706645488739,0.59,0.426320344209671,0.59,0.7665771245956421,0.59,0.9612180590629578,0.59,1.2676252126693726,0.8554351851344109
0.7,0.8081544637680054,0.7,0.594190239906311,0.7,0.7494608759880066,0.7,0.5668975114822388,0.6796757727861404,6.64,6.7411112785339355,6.64,6.994858264923096,6.64,6.305802345275879,6.64,6.557539463043213,6.649827837944031
4.02,3.8557631969451904,4.02,3.8399593830108643,4.02,4.001872539520264,4.02,3.9345641136169434,3.9080398082733154,0.95,1.0233392715454102,0.95,1.056337594985962,0.95,0.9817869663238525,0.95,0.9240115880966187,0.9963688552379608
7.62,6.520636081695557,7.62,6.52789306640625,7.62,6.682480812072754,7.62,6.3570780754089355,6.522022008895874,0.95,0.9627221822738647,0.95,1.0512232780456543,0.95,0.9191160798072815,0.95,0.9321597814559937,0.9663053303956985
0.95,1.1020888090133667,0.95,0.9513314962387085,0.95,0.9977993965148926,0.95,0.9386420249938965,0.9974654316902161,6.47,6.603585720062256,6.47,6.831013202667236,6.47,6.586337089538574,6.47,6.228338718414307,6.562318682670593
0.6,0.8866829872131348,0.6,0.8207403421401978,0.6,0.9023326635360718,0.6,0.8284345865249634,0.8595476448535919,4.36,4.581567764282227,4.36,4.895719051361084,4.36,5.09699010848999,4.36,4.879886150360107,4.863540768623352
4.32,4.409436225891113,4.32,4.579970359802246,4.32,4.430440425872803,4.32,4.46673059463501,4.471644401550293,0.95,0.9632779359817505,0.95,1.1119409799575806,0.95,0.9572181701660156,0.95,0.9112380743026733,0.985918790102005
7.62,6.528204441070557,7.62,6.869897842407227,7.62,6.894161701202393,7.62,6.4969635009765625,6.697306871414185,1.63,1.8555690050125122,1.63,1.6743690967559814,1.63,1.7893049716949463,1.63,2.012174606323242,1.8328544199466705
0.69,0.340469628572464,0.69,0.5525206327438354,0.69,0.17892205715179443,0.69,0.741320013999939,0.4533080831170082,6.47,5.602413177490234,6.47,5.099948883056641,6.47,4.6602888107299805,6.47,4.801577091217041,5.041056990623474
3.37,3.7295589447021484,3.37,3.632206916809082,3.37,3.452754259109497,3.37,3.3226377964019775,3.5342894792556763,0.95,1.052950143814087,0.95,1.1072911024093628,0.95,0.626446008682251,0.95,1.1207841634750366,0.9768678545951843
6.47,6.5883355140686035,6.47,6.584834098815918,6.47,6.34548282623291,6.47,6.508650302886963,6.506825685501099,0.75,0.7268636226654053,0.75,0.7079170346260071,0.75,0.6753376722335815,0.75,0.6051658391952515,0.6788210421800613
0.7,0.6110852956771851,0.7,0.6131319999694824,0.7,0.7517282366752625,0.7,0.522152304649353,0.6245244592428207,1.63,1.990864872932434,1.63,1.9251623153686523,1.63,1.945502758026123,1.63,1.9451419115066528,1.9516679644584656
4.31,4.435648441314697,4.31,4.756636619567871,4.31,4.568299770355225,4.31,4.504729747772217,4.566328644752502,1.88,1.9225294589996338,1.88,1.4049221277236938,1.88,2.1832334995269775,1.88,1.7544702291488647,1.8162888288497925
0.84,0.7443268299102783,0.84,0.7857187986373901,0.84,0.8205309510231018,0.84,0.7334064245223999,0.7709957510232925,0.95,1.2512285709381104,0.95,1.0153177976608276,0.95,0.7674364447593689,0.95,0.9280761480331421,0.9905147403478622
7.1,5.891082286834717,7.1,6.322047233581543,7.1,5.889987468719482,7.1,5.78982400894165,5.973235249519348,3.2,3.377915620803833,3.2,3.2651829719543457,3.2,3.2951996326446533,3.2,3.599175453186035,3.384368419647217
4.02,3.809338331222534,4.02,4.0098724365234375,4.02,4.142993927001953,4.02,3.934549331665039,3.974188506603241,5.73,6.401371479034424,5.73,6.380520343780518,5.73,6.546992778778076,5.73,6.235417366027832,6.391075491905212
2.16,2.2019474506378174,2.16,2.4183459281921387,2.16,2.1010119915008545,2.16,1.9590200185775757,2.1700813472270966,6.12,6.654839038848877,6.12,6.239158630371094,6.12,5.865982532501221,6.12,6.458633899688721,6.304653525352478
8.02,8.253886222839355,8.02,8.172968864440918,8.02,8.11178970336914,8.02,7.9738945960998535,8.128134846687317,5.27,5.2979936599731445,5.27,5.647006034851074,5.27,5.515646457672119,5.27,5.678838729858398,5.534871220588684
0.56,0.9610486030578613,0.56,0.7665519714355469,0.56,0.8307422995567322,0.56,0.7210859060287476,0.819857195019722,4.01,5.223996639251709,4.01,5.280073165893555,4.01,5.36021089553833,4.01,5.513513565063477,5.344448566436768
4.52,4.359205722808838,4.52,4.2668843269348145,4.52,4.21327018737793,4.52,4.377805233001709,4.304291367530823,4.51,4.29937744140625,4.51,4.2989091873168945,4.51,4.236993789672852,4.51,4.384490966796875,4.304942846298218
0.87,0.9166676998138428,0.87,0.8553645610809326,0.87,0.8412549495697021,0.87,0.8088573217391968,0.8555361330509186,0.95,1.326996088027954,0.95,0.9995487928390503,0.95,0.7801737785339355,0.95,0.9494708776473999,1.014047384262085
0.95,1.3433630466461182,0.95,1.0025733709335327,0.95,0.7891474962234497,0.95,0.9398444890975952,1.018732100725174,0.95,0.9921690225601196,0.95,1.0301703214645386,0.95,0.9264124631881714,0.95,0.9230040311813354,0.9679389595985413
3.37,3.543426275253296,3.37,3.47562575340271,3.37,3.4486284255981445,3.37,3.541682481765747,3.5023407340049744,9.45,9.738492965698242,9.45,9.741250991821289,9.45,9.426361083984375,9.45,9.785347938537598,9.672863245010376
6.64,5.787179946899414,6.64,5.408949851989746,6.64,5.958490371704102,6.64,6.454030990600586,5.902162790298462,4.39,4.539343357086182,4.39,5.384981155395508,4.39,4.854538917541504,4.39,4.662993431091309,4.8604642152786255
3.12,3.0857255458831787,3.12,3.5119171142578125,3.12,3.5024821758270264,3.12,2.6489882469177246,3.1872782707214355,0.95,1.063291311264038,0.95,1.0845836400985718,0.95,1.188429832458496,0.95,0.886377215385437,1.0556704998016357
0.95,0.9910099506378174,0.95,1.1046100854873657,0.95,0.9320436120033264,0.95,0.9245184659957886,0.9880455285310745,0.95,1.1154730319976807,0.95,0.8736938238143921,0.95,0.8449668884277344,0.95,1.0172518491744995,0.9628463983535767
6.64,6.079967498779297,6.64,6.335480213165283,6.64,6.005188465118408,6.64,5.996443748474121,6.104269981384277,0.6,0.868168830871582,0.6,0.6579365730285645,0.6,0.99347984790802,0.6,0.7597979307174683,0.8198457956314087
0.56,0.6482284069061279,0.56,0.6126728057861328,0.56,0.8139657378196716,0.56,0.5970441102981567,0.6679777652025223,6.26,7.094111442565918,6.26,7.1589274406433105,6.26,6.997500419616699,6.26,7.252673625946045,7.125803232192993
0.6,0.6905992031097412,0.6,0.5609095096588135,0.6,0.6573554873466492,0.6,0.4937392771244049,0.6006508693099022,4.75,5.0188469886779785,4.75,4.809998989105225,4.75,4.690065860748291,4.75,4.8519062995910645,4.84270453453064
7.89,7.4498467445373535,7.89,9.104576110839844,7.89,8.711188316345215,7.89,7.841601848602295,8.276803255081177,0.93,0.827335000038147,0.93,0.7989557981491089,0.93,0.8811591863632202,0.93,0.6488043069839478,0.789063572883606
0.67,0.7115426063537598,0.67,0.7404476404190063,0.67,0.6693506240844727,0.67,0.6393646001815796,0.6901763677597046,4.75,5.048449993133545,4.75,4.753701686859131,4.75,4.707174301147461,4.75,4.3730149269104,4.720585227012634
0.95,1.272136926651001,0.95,1.143442988395691,0.95,0.9917265772819519,0.95,0.9158643484115601,1.080792710185051,0.7,1.3057193756103516,0.7,1.307335615158081,0.7,1.0085164308547974,0.7,1.18691086769104,1.2021205723285675
3.37,3.543426275253296,3.37,3.47562575340271,3.37,3.4486284255981445,3.37,3.541682481765747,3.5023407340049744,5.1,5.221310615539551,5.1,6.23738431930542,5.1,5.78183126449585,5.1,5.395148277282715,5.658918619155884
